title,genres
prince zaleski,"{'literary-fiction', 'crime', 'mystery', 'classics', 'fantasy', 'short-stories', 'fiction', '20th-century', 'historical-fiction', 'adult-fiction'}"
the epic,"{'adventure', 'history', 'mythology', 'historical-fiction', 'non-fiction', 'historical', 'college', 'high-school', 'fantasy', 'novels', 'literature', 'fiction', 'philosophy', 'school', 'adult', 'read-for-school', 'classics', 'religion', 'poetry'}"
the extant odes of pindar,"{'history', 'classics', 'mythology', 'literature', 'fiction', 'philosophy', 'sports', 'non-fiction', 'read-for-school', 'poetry'}"
punch,"{'crime', 'mystery', 'suspense', 'action', 'mystery-thriller', 'novels', 'literature', 'fiction', 'comedy', 'politics', 'thriller', '20th-century', 'american', 'humor'}"
mahomet,"{'literary-fiction', 'history', 'biography', 'classics', 'religion', 'philosophy', 'fiction', '20th-century', 'essays', 'non-fiction'}"
the essays of arthur schopenhauer,"{'history', 'biography', 'classics', 'psychology', 'reference', 'philosophy', 'fiction', 'short-stories', '20th-century', 'essays', 'politics', 'non-fiction', 'unfinished'}"
the way of peace,"{'christian', 'classics', 'religion', 'self-help', 'psychology', 'philosophy', 'fiction', '20th-century', 'non-fiction', 'spirituality', 'plays'}"
essays of schopenhauer,"{'history', 'biography', 'classics', 'psychology', 'reference', 'philosophy', 'fiction', 'short-stories', '20th-century', 'essays', 'politics', 'non-fiction', 'unfinished'}"
moonfleet,"{'adventure', 'middle-grade', 'crime', 'history', 'horror', 'mystery', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'childrens', 'young-adult', 'thriller', 'coming-of-age', 'historical'}"
men women and ghosts,"{'short-stories', 'poetry', '20th-century'}"
boule de suif,"{'classics', 'novels', 'realistic-fiction', 'short-stories', 'school', 'read-for-school'}"
chantecler,"{'classics', 'animals', 'fantasy', 'historical-fiction', 'drama', 'plays', 'humor'}"
greatest books,{'music'}
the wallet of kai lung,"{'adventure', 'mystery', 'classics', 'historical-romance', 'science-fiction', 'fantasy', 'sports', 'literature', 'fiction', 'short-stories', '20th-century', 'speculative-fiction'}"
a florida sketchbook,"{'animals', 'history', 'memoir', 'travel'}"
essays of robert louis stevenson,"{'writing', 'classics', 'self-help', 'literature', 'fiction', 'short-stories', '20th-century', 'essays', 'non-fiction'}"
impressions of theophrastus such,"{'classics', 'novels', 'philosophy', 'fiction', 'historical-fiction', '20th-century', 'essays', 'school', 'non-fiction'}"
lettres degypte,{'fiction'}
thrilling adventures,"{'adventure', 'crime', 'mystery', 'fantasy', 'short-stories', 'fiction', 'theology', 'humor'}"
enquire within upon everything,"{'reference', 'non-fiction'}"
courage,"{'adventure', 'middle-grade', 'classics', 'novels', 'fiction', 'historical-fiction', 'realistic-fiction', 'childrens', 'young-adult', 'school', 'non-fiction', 'read-for-school', 'coming-of-age', 'historical'}"
a wanderer in florence,"{'history', 'biography', 'classics', 'travel', 'fiction', 'essays', 'memoir', 'humor'}"
the mirror of kong ho,"{'mystery', 'classics', 'historical-romance', 'fantasy', 'fiction', 'speculative-fiction', 'humor'}"
philippine folklore stories,"{'mythology', 'literature', 'short-stories', 'childrens', 'supernatural'}"
inca land,"{'fiction', 'american', 'travel'}"
ancient and modern physics,"{'amazon', 'classics'}"
le horla and others,"{'romance', 'horror', 'roman', 'mystery', 'classics', 'novella', 'science-fiction', 'fantasy', 'novels', 'literature', 'short-stories', 'fiction', '20th-century', 'paranormal', 'school', 'read-for-school'}"
the moving picture boys at panama,{'history'}
probable sons,"{'christian', 'history', 'classics', 'family', 'fiction', 'historical-fiction', 'childrens', 'non-fiction', 'drama'}"
the scouts of the valley,"{'adventure', 'history', 'historical-fiction', 'war', 'young-adult', 'non-fiction', 'historical'}"
deserted,"{'romance', 'teen', 'paranormal', 'fantasy', 'fiction', 'young-adult', 'magic', 'supernatural', 'urban-fantasy', 'paranormal-romance'}"
homeward bound,"{'romance', 'contemporary', 'novella', 'amazon', 'fiction', 'contemporary-romance', 'music', 'adult', 'new-adult'}"
selfhelp,"{'history', 'classics', 'self-help', 'spirituality', 'psychology', 'philosophy', 'fiction', 'science', 'non-fiction', 'economics', 'business'}"
matrimonial openings,"{'fiction', 'comedy'}"
odd man out,"{'contemporary', 'horror', 'crime', 'religion', 'novella', 'death', 'short-stories', 'fiction', 'thriller', 'adult', 'coming-of-age', 'american', 'lgbt', 'humor'}"
peters pence,"{'fiction', 'mystery-thriller'}"
the head of the family,"{'classics', 'sports', 'short-stories', 'fiction', '20th-century', 'realistic-fiction', 'drama', 'historical'}"
tristram shandy,{'classics'}
prize money,"{'romance', 'contemporary', 'fiction', 'adult', 'lgbt'}"
double dealing,"{'romance', 'contemporary', 'crime', 'erotica', 'action', 'contemporary-romance', 'unfinished'}"
keeping up appearances,"{'romance', 'contemporary', 'teen', 'high-school', 'sports', 'fiction', 'young-adult', 'contemporary-romance', 'relationships', 'humor'}"
sailors knots entire collection,"{'adventure', 'horror', 'classics', 'reference', 'amazon', 'short-stories', 'fiction', 'comedy', 'non-fiction', 'humor'}"
dahcotah,"{'history', 'reference', 'fiction', 'memoir', 'non-fiction', 'historical'}"
the wits and beaux of society,"{'classics', 'fiction', 'essays'}"
paths of glory,"{'adventure', 'history', 'biography', 'mystery', 'family', 'travel', 'novels', 'mystery-thriller', 'fiction', 'historical-fiction', 'sports', 'thriller', 'adult', 'non-fiction', 'drama', 'historical'}"
the return of sherlock holmes,"{'crime', 'mystery', 'classics', 'literature', 'fiction', 'historical-fiction', 'short-stories'}"
a modest proposal,"{'literary-fiction', 'history', 'sports', 'historical-fiction', 'comedy', 'non-fiction', 'historical', 'college', 'high-school', 'novels', 'philosophy', 'fiction', 'literature', '20th-century', 'essays', 'school', 'adult', 'read-for-school', 'humor', 'classics', 'short-stories', 'politics'}"
the anatomy of melancholy,"{'history', 'writing', 'classics', 'religion', 'self-help', 'psychology', 'reference', 'philosophy', 'fiction', 'literature', '20th-century', 'essays', 'science', 'non-fiction', 'unfinished', 'poetry', 'art'}"
literary remains,"{'short-stories', 'fiction', 'horror'}"
the fortunate foundlings,"{'classics', 'fiction', '20th-century', 'novels'}"
the sword of welleran,"{'short-stories', 'fiction', '20th-century', 'fantasy'}"
history of england,"{'history', 'biography', 'classics', 'literature', 'fiction', 'historical-fiction', 'short-stories', '20th-century', 'comedy', 'adult', 'non-fiction', 'politics', 'young-adult', 'historical', 'humor'}"
dead souls,"{'literary-fiction', 'roman', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'school', 'unfinished', 'historical', 'humor'}"
the worshipper of the image,"{'fiction', 'horror'}"
a versailles christmastide,"{'historical-fiction', 'christmas'}"
anne severn and the fieldings,"{'classics', 'fiction', 'historical-fiction'}"
de kleine johannes,"{'roman', 'classics', 'fantasy', 'novels', 'literature', 'fiction', 'adult-fiction', '20th-century', 'historical-fiction', 'philosophy', 'school', 'adult', 'read-for-school', 'unfinished'}"
een liefde,"{'roman', 'classics', 'literature', '20th-century', 'school', 'historical'}"
manfredo,"{'horror', 'classics', 'fantasy', 'literature', 'fiction', 'read-for-school', '20th-century', 'short-stories', 'dark', 'school', 'adult', 'drama', 'poetry', 'unfinished', 'plays', 'college'}"
el paraiso de las mujeres,"{'fiction', 'novella', 'novels'}"
reise durch england und schottland,"{'20th-century', 'non-fiction'}"
the bookbills of narcissus,{'fiction'}
roman history books iiii,"{'history', 'classics', 'fiction', 'historical-fiction', 'non-fiction', 'unfinished', 'historical'}"
ludvigsbakke,"{'romance', 'classics', 'literature', 'fiction', '20th-century', 'read-for-school'}"
cinderella,"{'romance', 'adventure', 'picture-books', 'classics', 'fantasy', 'novels', 'literature', 'fiction', 'short-stories', 'love', 'childrens', 'young-adult', 'school', 'magic'}"
explorers of australia,{'reference'}
the life of captain james cook,"{'adventure', 'literary-fiction', 'history', 'biography', 'fiction', 'historical-fiction', 'non-fiction'}"
a gentleman from mississippi,"{'classics', 'historical-fiction', '20th-century'}"
natalie,"{'middle-grade', 'picture-books', 'animals', 'classics', 'fiction', 'short-stories', 'comedy', 'childrens'}"
saved at sea,"{'christian', 'classics', 'religion', 'fiction', 'historical-fiction', 'childrens', 'school', 'read-for-school', 'historical'}"
the life of john sterling,{'history'}
philaster,"{'historical', 'classics', 'reference', 'fiction', 'comedy', '20th-century', 'love', 'dark', 'school', 'drama', 'plays', 'college', 'lgbt', 'humor'}"
our gift,{'spirituality'}
atlantic monthly,{'unfinished'}
a narrative of the siege of delhi,{'war'}
my native land,{'non-fiction'}
andrew jackson,"{'history', 'biography', 'reference', 'fiction', 'politics', 'historical-fiction', 'war', 'school', 'non-fiction', 'read-for-school', 'historical'}"
paul and virginia,"{'romance', 'roman', 'classics', 'novels', 'literature', 'fiction', 'graphic-novels', '20th-century', 'historical-fiction', 'philosophy', 'unfinished'}"
juha,"{'roman', 'classics', 'novels', 'fiction', 'historical-fiction', '20th-century', 'school', 'historical'}"
clerambault,"{'romance', 'literary-fiction', 'psychology', 'fiction', 'historical'}"
the abandoned room,"{'horror', 'crime', 'mystery', 'classics', 'suspense', 'family', 'mystery-thriller', 'novels', 'fiction', 'graphic-novels', '20th-century', 'non-fiction', 'relationships', 'american'}"
at sunwich port complete,"{'fiction', 'historical'}"
the tragedies of the medici,"{'history', 'politics', 'non-fiction', 'spirituality', 'art'}"
the mule,"{'crime', 'mystery', 'fantasy', 'fiction', 'comedy', 'thriller', 'humor'}"
john quincy adams,"{'history', 'biography', 'philosophy', 'fiction', 'politics', 'historical-fiction', '20th-century', 'war', 'non-fiction', 'american', 'historical'}"
teddys button,"{'christian', 'picture-books', 'classics', 'religion', 'family', 'novels', 'fiction', 'historical-fiction', 'realistic-fiction', 'childrens', 'young-adult'}"
crescent and iron cross,"{'history', 'novella', 'literature', 'fiction', 'war'}"
the eagles shadow,"{'middle-grade', 'teen', 'historical-fiction', 'young-adult', 'historical'}"
the untamed,"{'romance', 'contemporary', 'writing', 'sports', 'contemporary-romance'}"
babylonian and assyrian literature,"{'poetry', 'theology'}"
arthur hamilton and his dog,{'20th-century'}
mrs eliza haywood,"{'biography', 'writing', 'classics', 'fiction', 'essays'}"
moonface and other stories,"{'romance', 'literary-fiction', 'adventure', 'horror', 'crime', 'writing', 'classics', 'sports', 'literature', 'short-stories', 'fiction', '20th-century', 'american'}"
dawn,"{'history', 'biography', 'novella', 'historical-fiction', 'non-fiction', 'historical', 'roman', 'high-school', 'novels', 'literature', 'fiction', 'philosophy', '20th-century', 'adult', 'school', 'classics', 'religion', 'adult-fiction', 'war', 'memoir'}"
thomas jefferson,"{'history', 'biography', 'fiction', 'politics', 'historical-fiction', 'non-fiction', 'american', 'college'}"
john adams,"{'history', 'biography', 'fiction', 'politics', 'war', 'historical-fiction', '20th-century', 'adult', 'non-fiction', 'american', 'historical'}"
james madison,"{'21st-century', 'history', 'biography', 'fiction', 'politics', 'war', 'historical-fiction', 'non-fiction', 'american', 'historical'}"
the wendigo,"{'adventure', 'history', 'novella', 'mythology', 'historical-fiction', 'speculative-fiction', 'historical', 'horror', 'mystery', 'fantasy', 'novels', 'literature', 'fiction', 'mystery-thriller', '20th-century', 'adult', 'classics', 'paranormal', 'short-stories', 'thriller', 'supernatural'}"
olivia in india,"{'biography', 'classics', 'historical-romance', 'fiction', 'historical-fiction', 'adult-fiction', '20th-century', 'young-adult'}"
renascence and other poems,"{'feminism', 'classics', 'literature', 'fiction', 'love', '20th-century', 'adult', 'poetry', 'american', 'college'}"
the bickerstaffpartridge papers,"{'history', 'classics', 'literature', 'philosophy', 'comedy', '20th-century', 'science', 'fiction', 'essays', 'humor'}"
three young knights,"{'adventure', 'classics', 'short-stories', 'historical-fiction', 'fiction', 'american'}"
phantom fortune a novel,"{'mystery', 'classics', 'novels', 'fiction', 'historical-fiction', '20th-century', 'adult'}"
los amantes de teruel,"{'romance', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', 'drama', 'plays'}"
buried alive a tale of these days,"{'classics', 'novella', 'art', 'novels', 'literature', 'fiction', 'short-stories', 'historical-fiction', 'love', 'young-adult', 'humor'}"
the infants delight poetry,"{'poetry', 'childrens'}"
english poems,"{'middle-grade', 'history', 'classics', 'religion', 'literature', 'fiction', 'read-for-school', 'poetry', 'theology'}"
james monroe,"{'history', 'biography', 'reference', 'fiction', 'politics', 'war', 'non-fiction', 'read-for-school', 'american'}"
two years ago volume i,"{'classics', '20th-century'}"
greatest books v,"{'classics', 'fiction', 'literature'}"
young lives,"{'contemporary', 'literary-fiction', 'history', 'biography', 'reference', 'fiction', 'politics', 'non-fiction'}"
the lands of the saracen,"{'fiction', '20th-century', 'history'}"
tulitikkuja lainaamassa,"{'romance', 'classics', 'fiction', 'comedy', '20th-century', 'realistic-fiction', 'adult-fiction', 'historical', 'new-adult', 'humor'}"
the lullaby,"{'romance', 'contemporary', 'family', 'chick-lit', 'fiction', 'contemporary-romance', 'adult', 'non-fiction', 'unfinished'}"
the wonderful adventures of nils,"{'adventure', 'middle-grade', 'roman', 'classics', 'animals', 'novella', 'fantasy', 'travel', 'novels', 'fiction', 'literature', '20th-century', 'childrens', 'young-adult', 'magic'}"
the headsman,"{'horror', 'thriller', 'mystery-thriller', 'mystery'}"
tamburlaine the great part i,"{'history', 'classics', 'literature', 'fiction', 'read-for-school', '20th-century', 'historical-fiction', 'school', 'drama', 'plays'}"
the claim jumpers,"{'classics', 'fiction'}"
elusive isabel,"{'classics', '20th-century', 'mystery-thriller', 'mystery'}"
american humor,"{'fiction', 'comedy', 'essays', 'non-fiction', 'theology', 'american', 'humor'}"
the stories of the three burglars,{'literature'}
the light of western stars,"{'romance', 'adventure', 'classics', 'fiction', 'historical-fiction', '20th-century', 'adult', 'historical'}"
love affairs musicians,"{'romance', 'biography', 'classics', 'fiction', 'music', 'american'}"
the visits of elizabeth,"{'romance', 'classics', 'fiction', 'love', 'historical-fiction', '20th-century', 'humor'}"
vergil,"{'adventure', 'history', 'mythology', 'historical-fiction', 'non-fiction', 'historical', 'college', 'roman', 'high-school', 'fantasy', 'novels', 'literature', 'fiction', 'philosophy', 'school', 'adult', 'unfinished', 'read-for-school', 'classics', 'war', 'plays', 'poetry'}"
concerning animals,"{'classics', 'fiction', 'essays', 'animals'}"
the world turned upside down,"{'adventure', 'horror', 'history', 'writing', 'mystery', 'classics', 'action', 'science-fiction', 'fantasy', 'short-stories', 'fiction', '20th-century', 'science', 'dystopia', 'theology'}"
the ghost pirates,"{'adventure', 'horror', 'mystery', 'classics', 'action', 'science-fiction', 'fantasy', 'paranormal', 'novels', 'fiction', 'short-stories', 'historical-fiction', 'mystery-thriller', 'supernatural', 'historical'}"
four weeks in the trenches,"{'history', 'biography', 'classics', 'literature', 'fiction', 'war', 'memoir', 'music', 'non-fiction'}"
mrs warrens profession,"{'feminism', 'classics', 'family', 'literature', 'fiction', 'read-for-school', '20th-century', 'comedy', 'school', 'adult', 'drama', 'plays', 'college'}"
pragmatism,"{'history', 'psychology', 'philosophy', 'fiction', 'politics', 'literature', 'essays', 'science', 'school', 'non-fiction'}"
